Identifier	Task start	Duration
ID823	2022.03.14 11:10	40
ID824	2022.03.14 11:00	120
ID825	2022.03.14 11:00	120
ID826	2022.03.14 11:00	120
ID827	2022.03.14 11:40	120
ID828	2022.03.14 11:40	120
ID829	2022.03.14 13:00	40
ID830	2022.03.14 12:30	120
ID831	2022.03.14 12:30	120
ID832	2022.03.14 13:50	40
ID833	2022.03.14 14:00	120
ID834	2022.03.14 14:00	120
ID835	2022.03.14 14:25	120
ID836	2022.03.14 14:25	120
ID837	2022.03.14 15:35	120
ID838	2022.03.14 15:35	120
ID839	2022.03.14 16:05	120
ID840	2022.03.14 16:05	120
ID841	2022.03.14 16:05	120
ID842	2022.03.14 16:10	120
ID843	2022.03.14 16:10	120
ID844	2022.03.14 16:10	120
ID845	2022.03.14 17:00	120
ID846	2022.03.14 17:00	120
ID847	2022.03.14 18:20	40
ID848	2022.03.14 17:35	120
ID849	2022.03.14 17:35	120
ID850	2022.03.15 03:10	120
ID851	2022.03.15 03:10	120
ID852	2022.03.15 03:10	120
ID853	2022.03.15 04:00	120
ID854	2022.03.15 04:00	120
ID855	2022.03.15 04:00	120
ID856	2022.03.15 04:10	120
ID857	2022.03.15 04:10	120
ID858	2022.03.15 04:25	120
ID859	2022.03.15 04:25	120
ID860	2022.03.15 05:00	120
ID861	2022.03.15 05:00	120
ID862	2022.03.15 05:00	120
ID863	2022.03.15 05:15	120
ID864	2022.03.15 05:15	120
ID865	2022.03.15 05:15	120
ID866	2022.03.15 06:25	120
ID867	2022.03.15 06:25	120
ID868	2022.03.15 08:35	120
ID869	2022.03.15 08:35	120
ID870	2022.03.15 08:35	120
ID871	2022.03.15 09:50	120
ID872	2022.03.15 09:50	120
ID873	2022.03.15 11:10	40
ID874	2022.03.15 11:40	120
ID875	2022.03.15 11:40	120
ID876	2022.03.15 13:00	40
ID877	2022.03.15 12:20	120
ID878	2022.03.15 12:20	120
ID879	2022.03.15 13:40	40
ID880	2022.03.15 14:00	120
ID881	2022.03.15 14:00	120
ID882	2022.03.15 15:05	120
ID883	2022.03.15 15:05	120
ID884	2022.03.15 15:05	120
ID885	2022.03.15 15:05	120
ID886	2022.03.15 15:05	120
ID887	2022.03.15 15:05	120
ID888	2022.03.15 15:40	120
ID889	2022.03.15 16:10	120
ID890	2022.03.15 16:10	120
ID891	2022.03.15 16:30	120
ID892	2022.03.15 16:30	120
ID893	2022.03.15 16:30	120
ID894	2022.03.15 16:30	120
ID895	2022.03.15 16:30	120
ID896	2022.03.15 16:30	120
ID897	2022.03.15 17:00	120
ID898	2022.03.15 17:00	120
ID899	2022.03.15 18:20	40
ID900	2022.03.15 17:35	120
ID901	2022.03.15 17:35	120
ID902	2022.03.15 17:45	120
ID903	2022.03.15 17:45	120
ID904	2022.03.15 17:45	120
ID905	2022.03.16 03:10	120
ID906	2022.03.16 03:10	120
ID907	2022.03.16 03:10	120
ID908	2022.03.16 04:10	120
ID909	2022.03.16 04:10	120
ID910	2022.03.16 04:10	120
ID911	2022.03.16 04:25	120
ID912	2022.03.16 04:25	120
ID913	2022.03.16 05:10	120
ID914	2022.03.16 05:10	120
ID915	2022.03.16 05:15	120
ID916	2022.03.16 05:15	120
ID917	2022.03.16 05:15	120
ID918	2022.03.16 05:15	120
ID919	2022.03.16 05:15	120
ID920	2022.03.16 05:15	120
ID921	2022.03.16 05:20	120
ID922	2022.03.16 05:20	120
ID923	2022.03.16 05:20	120
ID924	2022.03.16 06:25	120
ID925	2022.03.16 06:25	120
ID926	2022.03.16 06:25	120
ID927	2022.03.16 08:35	120
ID928	2022.03.16 08:35	120
ID929	2022.03.16 08:35	120
ID930	2022.03.16 09:50	120
ID931	2022.03.16 09:50	120
ID932	2022.03.16 11:10	40
ID933	2022.03.16 11:00	120
ID934	2022.03.16 11:00	120
ID935	2022.03.16 11:00	120
ID936	2022.03.16 11:40	120
ID937	2022.03.16 11:40	120
ID938	2022.03.16 13:00	40
ID939	2022.03.16 14:00	120
ID940	2022.03.16 14:00	120
ID941	2022.03.16 15:05	120
ID942	2022.03.16 15:05	120
ID943	2022.03.16 15:05	120
ID944	2022.03.16 16:05	120
ID945	2022.03.16 16:05	120
ID946	2022.03.16 16:05	120
ID947	2022.03.16 16:10	120
ID948	2022.03.16 16:10	120
ID949	2022.03.16 16:10	120
ID950	2022.03.16 17:00	120
ID951	2022.03.16 17:00	120
ID952	2022.03.16 18:20	40
ID953	2022.03.16 17:35	120
ID954	2022.03.16 17:35	120
ID955	2022.03.17 03:10	120
ID956	2022.03.17 03:10	120
ID957	2022.03.17 03:10	120
ID958	2022.03.17 04:00	120
ID959	2022.03.17 04:00	120
ID960	2022.03.17 04:00	120
ID961	2022.03.17 04:10	120
ID962	2022.03.17 04:10	120
ID963	2022.03.17 04:25	120
ID964	2022.03.17 04:25	120
ID965	2022.03.17 04:30	120
ID966	2022.03.17 04:30	120
ID967	2022.03.17 04:30	120
ID968	2022.03.17 05:10	120
ID969	2022.03.17 05:10	120
ID970	2022.03.17 05:10	120
ID971	2022.03.17 05:10	120
ID972	2022.03.17 05:10	120
ID973	2022.03.17 05:10	120
ID974	2022.03.17 06:25	120
ID975	2022.03.17 06:25	120
ID976	2022.03.17 06:30	120
ID977	2022.03.17 06:30	120
ID978	2022.03.17 06:30	120
ID979	2022.03.17 08:35	120
ID980	2022.03.17 08:35	120
ID981	2022.03.17 08:35	120
ID982	2022.03.17 09:25	120
ID983	2022.03.17 09:25	120
ID984	2022.03.17 09:25	120
ID985	2022.03.17 09:50	120
ID986	2022.03.17 09:50	120
ID987	2022.03.17 11:10	40
ID988	2022.03.17 10:50	120
ID989	2022.03.17 10:50	120
ID990	2022.03.17 10:50	120
ID991	2022.03.17 11:40	120
ID992	2022.03.17 11:40	120
ID993	2022.03.17 13:00	40
ID994	2022.03.17 12:25	120
ID995	2022.03.17 12:25	120
ID996	2022.03.17 13:45	40
ID997	2022.03.17 14:00	120
ID998	2022.03.17 14:00	120
ID999	2022.03.17 16:10	120
ID1000	2022.03.17 16:10	120
ID1001	2022.03.17 16:10	120
ID1002	2022.03.17 16:15	120
ID1003	2022.03.17 16:15	120
ID1004	2022.03.17 16:15	120
ID1005	2022.03.17 16:30	120
ID1006	2022.03.17 16:30	120
ID1007	2022.03.17 16:30	120
ID1008	2022.03.17 16:55	120
ID1009	2022.03.17 16:55	120
ID1010	2022.03.17 16:55	120
ID1011	2022.03.17 17:00	120
ID1012	2022.03.17 17:00	120
ID1013	2022.03.17 18:20	40
ID1014	2022.03.17 17:35	120
ID1015	2022.03.17 17:40	120
ID1016	2022.03.17 17:40	120
ID1017	2022.03.17 17:45	120
ID1018	2022.03.17 17:45	120
ID1019	2022.03.17 17:45	120
ID1020	2022.03.18 03:10	120
ID1021	2022.03.18 03:10	120
ID1022	2022.03.18 03:10	120
ID1023	2022.03.18 03:30	120
ID1024	2022.03.18 03:30	120
ID1025	2022.03.18 03:30	120
ID1026	2022.03.18 04:10	120
ID1027	2022.03.18 04:10	120
ID1028	2022.03.18 04:10	120
ID1029	2022.03.18 04:20	120
ID1030	2022.03.18 04:20	120
ID1031	2022.03.18 04:25	120
ID1032	2022.03.18 04:25	120
ID1033	2022.03.18 05:10	120
ID1034	2022.03.18 05:10	120
ID1035	2022.03.18 05:10	120
ID1036	2022.03.18 05:15	120
ID1037	2022.03.18 05:15	120
ID1038	2022.03.18 05:15	120
ID1039	2022.03.18 05:25	120
ID1040	2022.03.18 05:25	120
ID1041	2022.03.18 05:25	120
ID1042	2022.03.18 05:40	120
ID1043	2022.03.18 05:40	120
ID1044	2022.03.18 05:40	120
ID1045	2022.03.18 08:35	120
ID1046	2022.03.18 08:35	120
ID1047	2022.03.18 08:35	120
ID1048	2022.03.18 09:05	120
ID1049	2022.03.18 09:05	120
ID1050	2022.03.18 09:05	120
ID1051	2022.03.18 09:50	120
ID1052	2022.03.18 09:50	120
ID1053	2022.03.18 11:10	40
ID1054	2022.03.18 10:25	120
ID1055	2022.03.18 10:25	120
ID1056	2022.03.18 10:25	120
ID1057	2022.03.18 11:00	120
ID1058	2022.03.18 11:00	120
ID1059	2022.03.18 11:00	120
ID1060	2022.03.18 11:40	120
ID1061	2022.03.18 11:40	120
ID1062	2022.03.18 13:00	40
ID1063	2022.03.18 12:30	120
ID1064	2022.03.18 12:30	120
ID1065	2022.03.18 13:50	40
ID1066	2022.03.18 12:35	120
ID1067	2022.03.18 12:35	120
ID1068	2022.03.18 12:35	120
ID1069	2022.03.18 14:25	120
ID1070	2022.03.18 14:25	120
ID1071	2022.03.18 14:25	120
ID1072	2022.03.18 15:05	120
ID1073	2022.03.18 15:05	120
ID1074	2022.03.18 15:05	120
ID1075	2022.03.18 15:35	120
ID1076	2022.03.18 15:35	120
ID1077	2022.03.18 15:40	120
ID1078	2022.03.18 16:10	120
ID1079	2022.03.18 16:10	120
ID1080	2022.03.18 16:10	120
ID1081	2022.03.18 17:00	120
ID1082	2022.03.18 17:00	120
ID1083	2022.03.18 18:20	40
ID1084	2022.03.18 17:45	120
ID1085	2022.03.18 17:45	120
ID1086	2022.03.18 17:45	120
ID1087	2022.03.19 03:10	120
ID1088	2022.03.19 03:10	120
ID1089	2022.03.19 03:10	120
ID1090	2022.03.19 04:00	120
ID1091	2022.03.19 04:00	120
ID1092	2022.03.19 04:00	120
ID1093	2022.03.19 04:10	120
ID1094	2022.03.19 04:10	120
ID1095	2022.03.19 04:25	120
ID1096	2022.03.19 04:25	120
ID1097	2022.03.19 05:00	120
ID1098	2022.03.19 05:00	120
ID1099	2022.03.19 05:00	120
ID1100	2022.03.19 05:10	120
ID1101	2022.03.19 05:10	120
ID1102	2022.03.19 05:10	120
ID1103	2022.03.19 05:15	120
ID1104	2022.03.19 05:15	120
ID1105	2022.03.19 05:15	120
ID1106	2022.03.19 06:25	120
ID1107	2022.03.19 06:25	120
ID1108	2022.03.19 08:35	120
ID1109	2022.03.19 08:35	120
ID1110	2022.03.19 08:35	120
ID1111	2022.03.19 08:55	120
ID1112	2022.03.19 08:55	120
ID1113	2022.03.19 10:15	40
ID1114	2022.03.19 11:40	120
ID1115	2022.03.19 11:40	120
ID1116	2022.03.19 13:00	40
ID1117	2022.03.19 12:20	120
ID1118	2022.03.19 12:20	120
ID1119	2022.03.19 13:40	40
ID1120	2022.03.19 14:25	120
ID1121	2022.03.19 14:25	120
ID1122	2022.03.19 15:05	120
ID1123	2022.03.19 15:05	120
ID1124	2022.03.19 15:05	120
ID1125	2022.03.19 15:05	120
ID1126	2022.03.19 15:05	120
ID1127	2022.03.19 15:05	120
ID1128	2022.03.19 16:10	120
ID1129	2022.03.19 16:10	120
ID1130	2022.03.19 16:30	120
ID1131	2022.03.19 16:30	120
ID1132	2022.03.19 16:30	120
ID1133	2022.03.19 16:30	120
ID1134	2022.03.19 16:30	120
ID1135	2022.03.19 16:30	120
ID1136	2022.03.19 16:55	120
ID1137	2022.03.19 16:55	120
ID1138	2022.03.19 16:55	120
ID1139	2022.03.19 17:00	120
ID1140	2022.03.19 17:00	120
ID1141	2022.03.19 18:20	40
ID1142	2022.03.19 17:45	120
ID1143	2022.03.19 17:45	120
ID1144	2022.03.19 17:45	120
ID1145	2022.03.20 03:10	120
ID1146	2022.03.20 03:10	120
ID1147	2022.03.20 03:10	120
ID1148	2022.03.20 04:00	120
ID1149	2022.03.20 04:00	120
ID1150	2022.03.20 04:00	120
ID1151	2022.03.20 04:10	120
ID1152	2022.03.20 04:10	120
ID1153	2022.03.20 04:25	120
ID1154	2022.03.20 04:25	120
ID1155	2022.03.20 04:30	120
ID1156	2022.03.20 04:30	120
ID1157	2022.03.20 04:30	120
ID1158	2022.03.20 05:10	120
ID1159	2022.03.20 05:10	120
ID1160	2022.03.20 05:10	120
ID1161	2022.03.20 05:10	120
ID1162	2022.03.20 05:10	120
ID1163	2022.03.20 05:10	120
ID1164	2022.03.20 05:15	120
ID1165	2022.03.20 05:15	120
ID1166	2022.03.20 05:15	120
ID1167	2022.03.20 06:25	120
ID1168	2022.03.20 06:25	120
ID1169	2022.03.20 06:30	120
ID1170	2022.03.20 06:30	120
ID1171	2022.03.20 06:30	120
ID1172	2022.03.20 08:35	120
ID1173	2022.03.20 08:35	120
ID1174	2022.03.20 08:35	120
ID1175	2022.03.20 09:50	120
ID1176	2022.03.20 09:50	120
ID1177	2022.03.20 11:10	40
ID1178	2022.03.20 10:50	120
ID1179	2022.03.20 10:50	120
ID1180	2022.03.20 10:50	120
ID1181	2022.03.20 11:40	120
ID1182	2022.03.20 11:40	120
ID1183	2022.03.20 13:00	40
ID1184	2022.03.20 12:25	120
ID1185	2022.03.20 12:25	120
ID1186	2022.03.20 13:45	40
ID1187	2022.03.20 14:00	120
ID1188	2022.03.20 14:00	120
ID1189	2022.03.20 15:05	120
ID1190	2022.03.20 15:05	120
ID1191	2022.03.20 15:05	120
ID1192	2022.03.20 15:40	120
ID1193	2022.03.20 16:10	120
ID1194	2022.03.20 16:10	120
ID1195	2022.03.20 16:10	120
ID1196	2022.03.20 16:15	120
ID1197	2022.03.20 16:15	120
ID1198	2022.03.20 16:15	120
ID1199	2022.03.20 16:30	120
ID1200	2022.03.20 16:30	120
ID1201	2022.03.20 16:30	120
ID1202	2022.03.20 17:00	120
ID1203	2022.03.20 17:00	120
ID1204	2022.03.20 18:20	40
ID1205	2022.03.20 17:35	120
ID1206	2022.03.20 17:35	120
ID1207	2022.03.20 17:45	120
ID1208	2022.03.20 17:45	120
ID1209	2022.03.20 17:45	120
ID1210	2022.03.21 03:10	120
ID1211	2022.03.21 03:10	120
ID1212	2022.03.21 03:10	120
ID1213	2022.03.21 04:10	120
ID1214	2022.03.21 04:10	120
ID1215	2022.03.21 04:10	120
ID1216	2022.03.21 04:20	120
ID1217	2022.03.21 04:20	120
ID1218	2022.03.21 04:20	120
ID1219	2022.03.21 04:25	120
ID1220	2022.03.21 04:25	120
ID1221	2022.03.21 05:10	120
ID1222	2022.03.21 05:10	120
ID1223	2022.03.21 05:10	120
ID1224	2022.03.21 05:15	120
ID1225	2022.03.21 05:15	120
ID1226	2022.03.21 05:15	120
ID1227	2022.03.21 05:15	120
ID1228	2022.03.21 05:15	120
ID1229	2022.03.21 05:15	120
ID1230	2022.03.21 05:40	120
ID1231	2022.03.21 05:40	120
ID1232	2022.03.21 05:40	120
ID1233	2022.03.21 06:25	120
ID1234	2022.03.21 06:25	120
ID1235	2022.03.21 06:25	120
ID1236	2022.03.21 08:35	120
ID1237	2022.03.21 08:35	120
ID1238	2022.03.21 08:35	120
ID1239	2022.03.21 09:05	120
ID1240	2022.03.21 09:05	120
ID1241	2022.03.21 09:05	120
ID1242	2022.03.21 09:25	120
ID1243	2022.03.21 09:25	120
ID1244	2022.03.21 09:25	120
ID1245	2022.03.21 09:50	120
ID1246	2022.03.21 09:50	120
ID1247	2022.03.21 11:10	40
ID1248	2022.03.21 11:00	120
ID1249	2022.03.21 11:00	120
ID1250	2022.03.21 11:00	120
ID1251	2022.03.21 11:40	120
ID1252	2022.03.21 11:40	120
ID1253	2022.03.21 13:00	40
ID1254	2022.03.21 12:30	120
ID1255	2022.03.21 12:30	120
ID1256	2022.03.21 13:50	40
ID1257	2022.03.21 14:00	120
ID1258	2022.03.21 14:00	120
ID1259	2022.03.21 14:25	120
ID1260	2022.03.21 14:25	120
ID1261	2022.03.21 15:35	120
ID1262	2022.03.21 15:35	120
ID1263	2022.03.21 16:05	120
ID1264	2022.03.21 16:05	120
ID1265	2022.03.21 16:05	120
ID1266	2022.03.21 16:10	120
ID1267	2022.03.21 16:10	120
ID1268	2022.03.21 16:10	120
ID1269	2022.03.21 17:00	120
ID1270	2022.03.21 17:00	120
ID1271	2022.03.21 18:20	40
ID1272	2022.03.21 17:35	120
ID1273	2022.03.21 17:35	120
ID1274	2022.03.22 03:10	120
ID1275	2022.03.22 03:10	120
ID1276	2022.03.22 03:10	120
ID1277	2022.03.22 04:00	120
ID1278	2022.03.22 04:00	120
ID1279	2022.03.22 04:00	120
ID1280	2022.03.22 04:10	120
ID1281	2022.03.22 04:10	120
ID1282	2022.03.22 04:25	120
ID1283	2022.03.22 04:25	120
ID1284	2022.03.22 05:00	120
ID1285	2022.03.22 05:00	120
ID1286	2022.03.22 05:00	120
ID1287	2022.03.22 05:15	120
ID1288	2022.03.22 05:15	120
ID1289	2022.03.22 05:15	120
ID1290	2022.03.22 06:25	120
ID1291	2022.03.22 06:25	120
ID1292	2022.03.22 08:35	120
ID1293	2022.03.22 08:35	120
ID1294	2022.03.22 08:35	120
ID1295	2022.03.22 09:50	120
ID1296	2022.03.22 09:50	120
ID1297	2022.03.22 11:10	40
ID1298	2022.03.22 11:40	120
ID1299	2022.03.22 11:40	120
ID1300	2022.03.22 13:00	40
ID1301	2022.03.22 12:20	120
ID1302	2022.03.22 12:20	120
ID1303	2022.03.22 13:40	40
ID1304	2022.03.22 14:00	120
ID1305	2022.03.22 14:00	120
ID1306	2022.03.22 15:05	120
ID1307	2022.03.22 15:05	120
ID1308	2022.03.22 15:05	120
ID1309	2022.03.22 15:05	120
ID1310	2022.03.22 15:05	120
ID1311	2022.03.22 15:05	120
ID1312	2022.03.22 15:40	120
ID1313	2022.03.22 16:10	120
ID1314	2022.03.22 16:10	120
ID1315	2022.03.22 16:30	120
ID1316	2022.03.22 16:30	120
ID1317	2022.03.22 16:30	120
ID1318	2022.03.22 16:30	120
ID1319	2022.03.22 16:30	120
ID1320	2022.03.22 16:30	120
ID1321	2022.03.22 17:00	120
ID1322	2022.03.22 17:00	120
ID1323	2022.03.22 18:20	40
ID1324	2022.03.22 17:35	120
ID1325	2022.03.22 17:35	120
ID1326	2022.03.22 17:45	120
ID1327	2022.03.22 17:45	120
ID1328	2022.03.22 17:45	120
ID1329	2022.03.23 03:10	120
ID1330	2022.03.23 03:10	120
ID1331	2022.03.23 03:10	120
ID1332	2022.03.23 04:10	120
ID1333	2022.03.23 04:10	120
ID1334	2022.03.23 04:10	120
ID1335	2022.03.23 04:25	120
ID1336	2022.03.23 04:25	120
ID1337	2022.03.23 05:10	120
ID1338	2022.03.23 05:10	120
ID1339	2022.03.23 05:15	120
ID1340	2022.03.23 05:15	120
ID1341	2022.03.23 05:15	120
ID1342	2022.03.23 05:15	120
ID1343	2022.03.23 05:15	120
ID1344	2022.03.23 05:15	120
ID1345	2022.03.23 05:20	120
ID1346	2022.03.23 05:20	120
ID1347	2022.03.23 05:20	120
ID1348	2022.03.23 06:25	120
ID1349	2022.03.23 06:25	120
ID1350	2022.03.23 06:25	120
ID1351	2022.03.23 08:35	120
ID1352	2022.03.23 08:35	120
ID1353	2022.03.23 08:35	120
ID1354	2022.03.23 09:50	120
ID1355	2022.03.23 09:50	120
ID1356	2022.03.23 11:10	40
ID1357	2022.03.23 11:00	120
ID1358	2022.03.23 11:00	120
ID1359	2022.03.23 11:00	120
ID1360	2022.03.23 11:40	120
ID1361	2022.03.23 11:40	120
ID1362	2022.03.23 13:00	40
ID1363	2022.03.23 14:00	120
ID1364	2022.03.23 14:00	120
ID1365	2022.03.23 15:05	120
ID1366	2022.03.23 15:05	120
ID1367	2022.03.23 15:05	120
ID1368	2022.03.23 16:05	120
ID1369	2022.03.23 16:05	120
ID1370	2022.03.23 16:05	120
ID1371	2022.03.23 16:10	120
ID1372	2022.03.23 16:10	120
ID1373	2022.03.23 16:10	120
ID1374	2022.03.23 17:00	120
ID1375	2022.03.23 17:00	120
ID1376	2022.03.23 18:20	40
ID1377	2022.03.23 17:35	120
ID1378	2022.03.23 17:35	120
ID1379	2022.03.24 03:10	120
ID1380	2022.03.24 03:10	120
ID1381	2022.03.24 03:10	120
ID1382	2022.03.24 04:00	120
ID1383	2022.03.24 04:00	120
ID1384	2022.03.24 04:00	120
ID1385	2022.03.24 04:10	120
ID1386	2022.03.24 04:10	120
ID1387	2022.03.24 04:25	120
ID1388	2022.03.24 04:25	120
ID1389	2022.03.24 04:30	120
ID1390	2022.03.24 04:30	120
ID1391	2022.03.24 05:10	120
ID1392	2022.03.24 05:10	120
ID1393	2022.03.24 05:10	120
ID1394	2022.03.24 05:10	120
ID1395	2022.03.24 05:10	120
ID1396	2022.03.24 05:10	120
ID1397	2022.03.24 06:25	120
ID1398	2022.03.24 06:25	120
ID1399	2022.03.24 06:30	120
ID1400	2022.03.24 06:30	120
ID1401	2022.03.24 06:30	120
ID1402	2022.03.24 08:35	120
ID1403	2022.03.24 08:35	120
ID1404	2022.03.24 08:35	120
ID1405	2022.03.24 09:25	120
ID1406	2022.03.24 09:25	120
ID1407	2022.03.24 09:25	120
ID1408	2022.03.24 09:50	120
ID1409	2022.03.24 09:50	120
ID1410	2022.03.24 11:10	40
ID1411	2022.03.24 10:50	120
ID1412	2022.03.24 10:50	120
ID1413	2022.03.24 10:50	120
ID1414	2022.03.24 11:40	120
ID1415	2022.03.24 11:40	120
ID1416	2022.03.24 13:00	40
ID1417	2022.03.24 12:25	120
ID1418	2022.03.24 12:25	120
ID1419	2022.03.24 13:45	40
ID1420	2022.03.24 14:00	120
ID1421	2022.03.24 14:00	120
ID1422	2022.03.24 16:10	120
ID1423	2022.03.24 16:10	120
ID1424	2022.03.24 16:10	120
ID1425	2022.03.24 16:15	120
ID1426	2022.03.24 16:15	120
ID1427	2022.03.24 16:15	120
ID1428	2022.03.24 16:30	120
ID1429	2022.03.24 16:30	120
ID1430	2022.03.24 16:30	120
ID1431	2022.03.24 16:55	120
ID1432	2022.03.24 16:55	120
ID1433	2022.03.24 16:55	120
ID1434	2022.03.24 17:00	120
ID1435	2022.03.24 17:00	120
ID1436	2022.03.24 18:20	40
ID1437	2022.03.24 17:35	120
ID1438	2022.03.24 17:35	120
ID1439	2022.03.24 17:40	120
ID1440	2022.03.24 17:45	120
ID1441	2022.03.24 17:45	120
ID1442	2022.03.24 17:45	120
ID1443	2022.03.24 19:55	120
ID1444	2022.03.24 19:55	120
ID1445	2022.03.24 19:55	120
ID1446	2022.03.25 03:10	120
ID1447	2022.03.25 03:10	120
ID1448	2022.03.25 03:10	120
ID1449	2022.03.25 04:00	120
ID1450	2022.03.25 04:00	120
ID1451	2022.03.25 04:00	120
ID1452	2022.03.25 04:10	120
ID1453	2022.03.25 04:10	120
ID1454	2022.03.25 04:20	120
ID1455	2022.03.25 04:20	120
ID1456	2022.03.25 04:25	120
ID1457	2022.03.25 04:25	120
ID1458	2022.03.25 05:10	120
ID1459	2022.03.25 05:10	120
ID1460	2022.03.25 05:10	120
ID1461	2022.03.25 05:10	120
ID1462	2022.03.25 05:10	120
ID1463	2022.03.25 05:15	120
ID1464	2022.03.25 05:15	120
ID1465	2022.03.25 05:15	120
ID1466	2022.03.25 05:15	120
ID1467	2022.03.25 05:15	120
ID1468	2022.03.25 05:15	120
ID1469	2022.03.25 08:35	120
ID1470	2022.03.25 08:35	120
ID1471	2022.03.25 08:35	120
ID1472	2022.03.25 09:05	120
ID1473	2022.03.25 09:05	120
ID1474	2022.03.25 09:05	120
ID1475	2022.03.25 09:50	120
ID1476	2022.03.25 09:50	120
ID1477	2022.03.25 11:10	40
ID1478	2022.03.25 11:00	120
ID1479	2022.03.25 11:00	120
ID1480	2022.03.25 11:00	120
ID1481	2022.03.25 11:40	120
ID1482	2022.03.25 11:40	120
ID1483	2022.03.25 12:35	120
ID1484	2022.03.25 12:35	120
ID1485	2022.03.25 12:35	120
ID1486	2022.03.25 13:35	120
ID1487	2022.03.25 13:35	120
ID1488	2022.03.25 14:55	40
ID1489	2022.03.25 14:25	120
ID1490	2022.03.25 14:25	120
ID1491	2022.03.25 14:25	120
ID1492	2022.03.25 15:05	120
ID1493	2022.03.25 15:05	120
ID1494	2022.03.25 15:05	120
ID1495	2022.03.25 15:35	120
ID1496	2022.03.25 15:35	120
ID1497	2022.03.25 15:40	120
ID1498	2022.03.25 17:00	120
ID1499	2022.03.25 17:00	120
ID1500	2022.03.25 18:20	40
ID1501	2022.03.25 17:15	120
ID1502	2022.03.25 17:15	120
ID1503	2022.03.25 17:15	120
ID1504	2022.03.25 17:45	120
ID1505	2022.03.25 17:45	120
ID1506	2022.03.25 19:05	40
ID1507	2022.03.26 04:05	120
ID1508	2022.03.26 04:05	120
ID1509	2022.03.26 04:05	120
ID1510	2022.03.26 04:05	120
ID1511	2022.03.26 04:05	120
ID1512	2022.03.26 04:10	120
ID1513	2022.03.26 04:10	120
ID1514	2022.03.26 04:10	120
ID1515	2022.03.26 04:10	120
ID1516	2022.03.26 04:10	120
ID1517	2022.03.26 04:10	120
ID1518	2022.03.26 04:35	120
ID1519	2022.03.26 04:35	120
ID1520	2022.03.26 05:10	120
ID1521	2022.03.26 05:10	120
ID1522	2022.03.26 05:15	120
ID1523	2022.03.26 05:15	120
ID1524	2022.03.26 05:15	120
ID1525	2022.03.26 07:30	120
ID1526	2022.03.26 08:40	120
ID1527	2022.03.26 08:40	120
ID1528	2022.03.26 08:40	120
ID1529	2022.03.26 09:15	120
ID1530	2022.03.26 09:15	120
ID1531	2022.03.26 09:15	120
ID1532	2022.03.26 10:10	120
ID1533	2022.03.26 10:10	120
ID1534	2022.03.26 10:10	120
ID1535	2022.03.26 10:45	120
ID1536	2022.03.26 10:45	120
ID1537	2022.03.26 10:45	120
ID1538	2022.03.26 11:40	120
ID1539	2022.03.26 11:40	120
ID1540	2022.03.26 13:00	40
ID1541	2022.03.26 12:35	120
ID1542	2022.03.26 12:35	120
ID1543	2022.03.26 12:35	120
ID1544	2022.03.26 13:30	120
ID1545	2022.03.26 13:30	120
ID1546	2022.03.26 14:05	120
ID1547	2022.03.26 14:05	120
ID1548	2022.03.26 14:05	120
ID1549	2022.03.26 14:15	120
ID1550	2022.03.26 14:15	120
ID1551	2022.03.26 14:55	120
ID1552	2022.03.26 14:55	120
ID1553	2022.03.26 14:55	120
ID1554	2022.03.26 16:05	120
ID1555	2022.03.26 16:05	120
ID1556	2022.03.26 16:05	120
ID1557	2022.03.26 16:25	120
ID1558	2022.03.26 16:25	120
ID1559	2022.03.26 16:25	120
ID1560	2022.03.26 17:00	120
ID1561	2022.03.26 17:00	120
ID1562	2022.03.26 18:20	40
ID1563	2022.03.26 17:25	120
ID1564	2022.03.26 17:25	120
ID1565	2022.03.26 17:35	120
ID1566	2022.03.26 17:35	120
ID1567	2022.03.26 17:35	120
ID1568	2022.03.26 17:50	120
ID1569	2022.03.26 17:50	120
ID1570	2022.03.26 17:50	120
ID1571	2022.03.26 18:45	120
ID1572	2022.03.26 18:45	120
ID1573	2022.03.26 18:45	120
ID1574	2022.03.26 19:55	120
ID1575	2022.03.26 19:55	120
ID1576	2022.03.26 19:55	120
ID1577	2022.03.27 03:10	120
ID1578	2022.03.27 03:10	120
ID1579	2022.03.27 03:10	120
ID1580	2022.03.27 04:05	120
ID1581	2022.03.27 04:05	120
ID1582	2022.03.27 04:05	120
ID1583	2022.03.27 04:05	120
ID1584	2022.03.27 04:05	120
ID1585	2022.03.27 04:25	120
ID1586	2022.03.27 04:25	120
ID1587	2022.03.27 04:25	120
ID1588	2022.03.27 04:35	120
ID1589	2022.03.27 04:35	120
ID1590	2022.03.27 05:05	120
ID1591	2022.03.27 05:05	120
ID1592	2022.03.27 05:05	120
ID1593	2022.03.27 05:10	120
ID1594	2022.03.27 05:10	120
ID1595	2022.03.27 05:10	120
ID1596	2022.03.27 05:10	120
ID1597	2022.03.27 05:10	120
ID1598	2022.03.27 06:25	120
ID1599	2022.03.27 06:25	120
ID1600	2022.03.27 09:15	120
ID1601	2022.03.27 09:15	120
ID1602	2022.03.27 09:15	120
ID1603	2022.03.27 09:25	120
ID1604	2022.03.27 09:25	120
ID1605	2022.03.27 09:25	120
ID1606	2022.03.27 09:45	120
ID1607	2022.03.27 09:45	120
ID1608	2022.03.27 11:05	40
